5324,BCN,MAD,2023-04-25T08:00:00.000,2023-04-25T09:25:00.000,0,1,4
5574,BCN,MAD,2023-04-25T08:00:00.000,2023-04-25T09:25:00.000,0,1,4
8776,BCN,MAD,2023-04-25T08:00:00.000,2023-04-25T09:25:00.000,0,1,4
5012,BCN,MAD,2023-04-25T08:00:00.000,2023-04-25T09:25:00.000,0,1,4
3027,BCN,MAD,2023-04-25T16:55:00.000,2023-04-25T18:20:00.000,0,1,4
1581,BCN,MAD,2023-04-25T16:55:00.000,2023-04-25T18:20:00.000,0,1,4
5068,BCN,MAD,2023-04-25T16:55:00.000,2023-04-25T18:20:00.000,0,1,4
3031,BCN,MAD,2023-04-25T18:05:00.000,2023-04-25T19:30:00.000,0,1,4
6019,BCN,MAD,2023-04-25T18:05:00.000,2023-04-25T19:30:00.000,0,1,4
6562,BCN,MAD,2023-04-25T18:05:00.000,2023-04-25T19:30:00.000,0,1,4
5082,BCN,MAD,2023-04-25T18:05:00.000,2023-04-25T19:30:00.000,0,1,4
1585,BCN,MAD,2023-04-25T18:05:00.000,2023-04-25T19:30:00.000,0,1,4
5007,BCN,MAD,2023-04-25T18:05:00.000,2023-04-25T19:30:00.000,0,1,4
1006,BCN,MAD,2023-04-25T16:20:00.000,2023-04-25T17:45:00.000,0,1,4
5004,BCN,MAD,2023-04-25T16:20:00.000,2023-04-25T17:45:00.000,0,1,4
3605,BCN,MAD,2023-04-25T16:20:00.000,2023-04-25T17:45:00.000,0,1,4
3017,BCN,MAD,2023-04-25T12:40:00.000,2023-04-25T14:05:00.000,0,1,4
5376,BCN,MAD,2023-04-25T12:40:00.000,2023-04-25T14:05:00.000,0,1,4
5117,BCN,MAD,2023-04-25T12:40:00.000,2023-04-25T14:05:00.000,0,1,4
1625,BCN,MAD,2023-04-25T12:40:00.000,2023-04-25T14:05:00.000,0,1,4
3009,BCN,MAD,2023-04-25T09:05:00.000,2023-04-25T10:30:00.000,0,1,4
5325,BCN,MAD,2023-04-25T09:05:00.000,2023-04-25T10:30:00.000,0,1,4
8777,BCN,MAD,2023-04-25T09:05:00.000,2023-04-25T10:30:00.000,0,1,4
5025,BCN,MAD,2023-04-25T09:05:00.000,2023-04-25T10:30:00.000,0,1,4
1008,BCN,MAD,2023-04-25T20:25:00.000,2023-04-25T21:50:00.000,0,1,4
3505,BCN,MAD,2023-04-25T20:25:00.000,2023-04-25T21:50:00.000,0,1,4
5006,BCN,MAD,2023-04-25T20:25:00.000,2023-04-25T21:50:00.000,0,1,4
3033,BCN,MAD,2023-04-25T18:35:00.000,2023-04-25T20:00:00.000,0,1,4
1586,BCN,MAD,2023-04-25T18:35:00.000,2023-04-25T20:00:00.000,0,1,4
5090,BCN,MAD,2023-04-25T18:35:00.000,2023-04-25T20:00:00.000,0,1,4
1004,BCN,MAD,2023-04-25T11:35:00.000,2023-04-25T13:05:00.000,0,1,4
3500,BCN,MAD,2023-04-25T11:35:00.000,2023-04-25T13:05:00.000,0,1,4
5002,BCN,MAD,2023-04-25T11:35:00.000,2023-04-25T13:05:00.000,0,1,4
3021,BCN,MAD,2023-04-25T13:30:00.000,2023-04-25T14:55:00.000,0,1,4
5060,BCN,MAD,2023-04-25T13:30:00.000,2023-04-25T14:55:00.000,0,1,4
8724,BCN,MAD,2023-04-25T13:30:00.000,2023-04-25T14:55:00.000,0,1,4
1524,BCN,MAD,2023-04-25T13:30:00.000,2023-04-25T14:55:00.000,0,1,4
